id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
577,El Jadida,interemédiaire,Blé tendre,Wheat,Bour,S2,22/11/2020,02/03/2021,Yes,Yes,22/11/2020,No,,No Seconde N,93%,0.163,0.001,0.181,0.104,0.127,0.114,0.087,0.126,0.256,0.309,0.295,0.334,0.084,0.452,0.001,3.861,0.485,0.625,830.67,833.211,0.374,2.268,535.33,731.4,623.3,"2,853.73","1,389.20","3,326.95",332.68,332.87,767.05,21.64,336.38,0.72,2.08,"2,088.98",243.23,609.39,-0.4,1.48,0.52,0.44,0.44,0.38,0.57,0.18,0.33,0.44,4.35,4.34,0.68,0.45,0.59,12.74,0.51,0.75,0.67,0.58,0.77,0.26,1.27,1.38,0.98,1.15,1.15,1.61,0.35,0.69,0.92,20.82,21.56,22.53,11.34,12.52,-0.48,2.57,0.84,0.77,0.76,0.62,0.86,0.39,0.69,0.71,7.55,101.9,337.27,234.02,9.8,0.2,3,310.5,164.3
604,SIDI BENNOUR,interemédiaire,Blé dur,Wheat,Bour,S2,18/11/2020,01/03/2021,No,Yes,04/01/2021,No,,No Seconde N,80%,0.147,0.001,0.178,0.09,0.113,0.112,0.079,0.136,0.327,0.397,0.363,0.435,0.139,0.769,0.003,3.858,0.565,0.741,829.625,832.297,0.483,2.611,957.79,"1,302.98","1,153.75","5,078.82","2,428.12","3,248.75",324.84,324.64,"1,403.67",21.64,327.37,0.72,2.49,"2,093.35",265.19,609.38,-0.2,1.36,0.34,0.41,0.34,0.24,0.34,0.14,0.3,0.33,3.32,4.36,0.52,0.48,0.49,10.67,0.52,0.53,0.62,0.36,0.66,0.14,0.81,0.86,1.04,0.81,0.63,1.04,0.23,0.69,0.81,17.59,30.27,25.52,8.87,11.3,-0.33,2.35,0.58,0.68,0.58,0.4,0.58,0.25,0.52,0.58,5.74,85.07,281.31,176.71,8.3,0.2,0.8,125.4,39.6
632,Safi,défavorable,Blé tendre,Wheat,Bour,S2,07/11/2020,04/03/2021,Yes,Yes,16/01/2021,No,,No Seconde N,78%,0.155,0.003,0.163,0.084,0.124,0.111,0.079,0.119,0.272,0.337,0.323,0.365,0.098,0.589,0.001,4.376,0.549,0.699,831.636,834.056,0.432,2.372,,,,,,,,,,20.08,,,2.35,"2,152.11",212.64,570.17,-0.23,1.37,0.32,0.44,0.32,0.24,0.33,0.09,0.3,0.31,3.33,4.62,0.64,0.3,0.58,11.21,0.68,0.7,0.71,0.42,0.76,0.08,1.27,1.38,1.38,1.27,0.75,1.38,0.12,0.35,1.15,21.05,31.22,27.47,8.56,11.88,-0.46,2.68,0.65,0.79,0.65,0.47,0.67,0.21,0.61,0.63,6.5,60.86,279.32,204.08,10.1,0.2,2.6,225.4,25.4
649,Settat,interemédiaire,Orge,Barley,Bour,S2,28/11/2020,02/03/2021,No,No,,No,,No N topDress ,89%,0.128,0.001,0.153,0.064,0.098,0.094,0.053,0.11,0.343,0.434,0.421,0.462,0.156,1.182,0.003,4.663,0.683,0.893,831.273,833.738,0.605,2.9,312.68,611.34,376.77,"4,738.51","1,571.45","3,349.95",335,334.74,547.17,21.64,337.78,0.98,2.68,"2,037.69",273.13,616.52,-0.33,1.58,0.43,0.38,0.36,0.27,0.47,0.14,0.31,0.34,3.64,5.07,0.62,0.49,0.56,11.67,0.55,0.66,0.68,0.46,0.71,0.16,1.04,1.27,1.21,1.21,0.92,1.27,0.23,0.69,1.15,21.05,25.52,25.7,8.83,11.03,-0.55,2.85,0.71,0.7,0.66,0.45,0.79,0.23,0.65,0.65,6.56,99.01,264.95,165.69,9.8,0.1,4.7,261.1,36
652,Settat,interemédiaire,Blé dur,Wheat,Bour,S2,25/11/2020,02/03/2021,Yes,Yes,15/01/2021,Yes,10/02/2021,After,94%,0.129,0.002,0.155,0.065,0.096,0.096,0.049,0.112,0.378,0.486,0.471,0.515,0.184,1.476,0.003,4.891,0.72,0.932,831.927,834.312,0.664,2.882,273.08,600.99,307.38,"5,110.26","1,464.03","3,335.66",333.6,333.62,573.07,20.59,336.23,1.02,2.34,"2,154.53",238.63,666.43,-0.34,1.15,0.45,0.42,0.39,0.31,0.46,0.12,0.15,0.32,3.28,3.71,0.67,0.15,0.49,10.55,0.75,0.75,0.62,0.55,0.83,0.08,1.84,1.73,1.04,1.38,1.09,1.96,0.12,0.23,0.81,20.47,29.2,27.24,7.1,9.35,-0.59,2.19,0.77,0.74,0.71,0.57,0.82,0.23,0.36,0.64,6.24,106.69,327.04,228.18,10,0.1,5.2,768.2,47.2
659,Settat,interemédiaire,Blé tendre,Wheat,Bour,S2,18/11/2020,01/03/2021,Yes,Yes,15/01/2021,No,,No Seconde N,87%,0.138,0.002,0.188,0.078,0.103,0.105,0.053,0.117,0.443,0.596,0.58,0.626,0.177,2.058,0.003,5.873,0.773,0.957,834.331,836.415,0.753,3.229,336.32,685.02,378.81,"6,128.98","1,866.27","3,337.24",333.72,333.9,754.03,21.64,336.42,1.02,2.6,"2,050.68",225.06,622.04,-0.19,0.99,0.28,0.25,0.25,0.21,0.28,0.09,0.21,0.22,2.36,3.43,0.47,0.2,0.4,8.2,0.54,0.53,0.49,0.36,0.62,0.08,0.92,0.98,0.75,0.81,0.75,1.04,0.12,0.23,0.69,13.23,28.26,28.65,8.77,10.52,-0.5,2.35,0.62,0.57,0.55,0.43,0.69,0.19,0.57,0.56,5.62,104.93,274.9,160.92,10.4,0.1,2.6,434.7,32.9
665,Settat,interemédiaire,Blé dur,Wheat,Bour,S2,20/11/2020,01/03/2021,Yes,No,,No,,No N topDress ,86%,0.156,0.003,0.197,0.127,0.129,0.118,0.098,0.138,0.276,0.333,0.331,0.354,0.126,0.472,0.001,3.973,0.477,0.625,830.789,833.315,0.4,2.683,,,,,,,,,,21.64,,,2.11,"2,098.29",218.04,577.18,-0.31,1.2,0.39,0.43,0.39,0.24,0.43,0.12,0.24,0.3,3.29,4.1,0.6,0.31,0.55,11.22,0.51,0.6,0.66,0.43,0.66,0.15,1.27,1.21,1.15,1.09,0.75,1.5,0.23,0.46,1.04,19.78,27.22,26.05,11.18,11.88,-0.46,2.04,0.62,0.7,0.61,0.42,0.7,0.24,0.42,0.53,5.58,92.83,314.67,206.91,9.7,0.1,0.8,63.1,82.2
670,Settat,interemédiaire,Blé dur,Wheat,Bour,S2,12/11/2020,01/03/2021,No,No,,No,,No N topDress ,90%,0.191,0.002,0.262,0.183,0.181,0.179,0.162,0.206,0.389,0.461,0.449,0.481,0.166,0.564,0.002,4.718,0.438,0.54,831.363,833.818,0.417,2.615,289.96,562.35,435.85,"3,730.06","1,515.75","3,372.68",337.27,337.43,626.93,20.59,340.57,0.91,,,,,-0.24,1.33,0.34,0.37,0.33,0.21,0.37,0.13,0.23,0.28,3.08,,,,,,,,,,,,,,,,,,,,,,28.52,26.39,9.26,10.8,-0.41,2.32,0.56,0.64,0.56,0.37,0.62,0.21,0.44,0.5,5.37,85.49,266.83,163.37,10,0.2,3.6,337.8,72.5
674,Settat,interemédiaire,Blé tendre,Wheat,Bour,S2,12/11/2020,01/03/2021,Yes,No,,No,,No N topDress ,86%,0.142,0.002,0.257,0.153,0.107,0.107,0.089,0.147,0.282,0.325,0.321,0.347,0.129,0.453,0.003,2.669,0.434,0.651,825.491,828.68,0.407,2.85,,,,,,,,,,20.59,,,2.74,"2,075.52",270.71,621.81,-0.18,1.62,0.36,0.38,0.36,0.25,0.37,0.2,0.38,0.37,3.69,5.24,0.59,0.54,0.55,11.9,0.48,0.59,0.65,0.43,0.62,0.14,1.15,1.15,1.15,1.09,0.75,1.38,0.23,0.81,1.04,21.16,26.31,24.76,8.9,11.33,-0.33,2.71,0.61,0.64,0.61,0.41,0.63,0.31,0.63,0.63,6.15,95.65,261.38,167.78,10,0.2,4.5,314.2,30.9
678,Settat,interemédiaire,Orge,Barley,Bour,S2,19/11/2020,02/03/2021,Yes,Yes,01/01/2021,No,,No Seconde N,94%,0.128,0.002,0.139,0.057,0.096,0.085,0.047,0.089,0.31,0.409,0.397,0.431,0.159,1.26,0.001,6.084,0.739,0.905,833.981,836.109,0.592,2.975,273.99,503.7,334.11,"4,779.40","1,353.46","3,337.30",333.77,333.48,522.37,21.64,336.43,1,2.52,"2,100.94",297.05,602.83,-0.2,0.95,0.3,0.24,0.28,0.24,0.3,0.11,0.13,0.17,2.26,3.94,0.52,0.3,0.46,9.41,0.57,0.61,0.52,0.44,0.67,0.09,1.04,1.15,0.81,0.92,0.81,1.15,0.12,0.35,0.81,15.76,31.25,26.53,7.81,9.83,-0.46,2.13,0.63,0.56,0.56,0.46,0.66,0.2,0.34,0.47,5.08,95.83,274.58,171.44,10.1,0.2,3.6,257.3,123.6
685,Settat,interemédiaire,Blé tendre,Wheat,Bour,S2,17/11/2020,02/03/2021,No,No,,No,,No N topDress ,88%,0.145,0.002,0.252,0.16,0.112,0.109,0.102,0.149,0.273,0.318,0.302,0.339,0.117,0.394,0.002,3.013,0.414,0.568,827.486,830.425,0.351,3.007,674.11,975.16,980.38,"3,579.51","2,436.98","3,370.95",337.09,337.72,"1,537.79",21.64,340.85,0.66,2.23,"1,992.26",273.24,534.18,-0.09,1.14,0.21,0.33,0.21,0.15,0.23,0.14,0.28,0.23,2.73,3.76,0.37,0.43,0.43,9.02,0.33,0.37,0.54,0.18,0.47,0.14,0.46,0.58,0.81,0.58,0.35,0.69,0.23,0.58,0.58,14.49,31.43,26.12,10.93,12.06,-0.16,1.9,0.34,0.53,0.34,0.25,0.39,0.22,0.48,0.39,4.54,77.37,275.51,186.67,10,0.2,1.8,465.5,30.9
686,Settat,interemédiaire,Blé dur,Wheat,Bour,S2,19/11/2020,02/03/2021,Yes,Yes,01/01/2021,No,,No Seconde N,89%,0.158,0.002,0.116,0.049,0.105,0.087,0.053,0.083,0.266,0.363,0.346,0.379,0.131,0.999,0.001,7.014,0.723,0.846,836.294,838.132,0.52,2.76,,,,,,,,,,21.64,,,2.11,"2,005.26",187.8,548.44,-0.4,1.23,0.44,0.4,0.37,0.22,0.5,0.1,0.16,0.29,3.19,3.89,0.55,0.3,0.45,10.1,0.6,0.64,0.59,0.41,0.68,0.08,1.15,1.15,0.98,0.92,0.75,1.27,0.12,0.58,0.81,17.37,30.68,27.77,7.04,10.36,-0.63,2.32,0.74,0.72,0.67,0.41,0.85,0.22,0.39,0.6,6.02,97.77,298.46,201.61,10,0.2,4.6,452,52.3
713,Berrechid,interemédiaire,Blé tendre,Wheat,Bour,S2,18/11/2020,03/03/2021,Yes,Yes,21/01/2021,No,,No Seconde N,84%,0.131,0.001,0.139,0.058,0.094,0.086,0.047,0.09,0.335,0.448,0.438,0.474,0.151,1.498,0.002,6.527,0.766,0.929,834.608,836.657,0.638,3.145,240.82,447.35,258.74,"4,297.66","1,069.53","3,318.90",331.91,331.65,441.06,20.59,334.4,1.02,2.13,"2,067.93",240.47,534.64,-0.25,1.39,0.37,0.43,0.36,0.3,0.39,0.14,0.25,0.31,3.48,4.26,0.59,0.31,0.51,10.67,0.68,0.7,0.62,0.44,0.76,0.08,1.27,1.38,1.04,1.04,0.86,1.38,0.12,0.35,0.92,18.51,27.11,26.55,9.21,10.91,-0.38,2.57,0.65,0.73,0.65,0.54,0.71,0.33,0.47,0.59,6.44,90.8,288.09,219.55,8.9,0.9,3.5,423.2,103.8
741,Berrechid,interemédiaire,Blé tendre,Wheat,Bour,S2,24/11/2020,09/03/2021,Yes,Yes,21/01/2021,No,,No Seconde N,100%,0.243,0.002,0.265,0.167,0.162,0.159,0.142,0.188,0.385,0.478,0.483,0.517,0.177,0.69,0.002,4.947,0.501,0.628,833.358,835.563,0.491,3.12,,,,,,,,,,21.64,,,2.14,"2,036.19",278.99,529.69,-0.56,1.25,0.58,0.27,0.3,0.24,0.65,0.1,0.18,0.23,3.1,3.98,0.53,0.3,0.44,9.83,0.62,0.64,0.59,0.44,0.72,0.1,1.04,1.21,0.92,1.04,0.81,1.27,0.23,0.35,0.69,16.33,27.05,26.74,7.57,10.66,-0.67,2.19,0.81,0.52,0.54,0.43,0.9,0.23,0.35,0.48,5.41,102.91,284.44,187.67,9.3,0.4,2.6,537.1,143.6
758,Fkih Ben Salah,interemédiaire,Blé tendre,Wheat,irrigué,S2,15/11/2020,30/03/2021,Yes,Yes,15/01/2021,No,,No Seconde N,81%,0.151,0.002,0.343,0.262,0.137,0.144,0.165,0.202,0.287,0.329,0.327,0.361,0.134,0.232,0.001,2.686,0.275,0.378,829.5,832.188,0.261,3.005,,,,,,,,,,14.09,,,,,,,-0.18,1.48,0.43,0.38,0.42,0.42,0.44,0.26,0.35,0.41,4.18,,,,,,,,,,,,,,,,,,,,,,28.9,26.88,8.86,11.6,-0.28,2.48,0.7,0.66,0.68,0.64,0.7,0.43,0.63,0.68,7.02,94.19,324.97,204.1,9.2,0.5,3.9,495.7,48.5
761,Fkih Ben Salah,interemédiaire,Blé tendre,Wheat,irrigué,S2,15/11/2020,30/03/2021,Yes,Yes,15/01/2021,No,,No Seconde N,73%,0.167,0.002,0.198,0.113,0.142,0.137,0.123,0.158,0.293,0.373,0.371,0.412,0.137,0.464,0.001,4.417,0.465,0.577,835.667,837.584,0.4,2.818,525.64,745.06,710.51,"3,879.97","1,518.52","3,354.30",335.46,335.41,729.04,10.73,338.39,0.79,2.65,"2,585.78",314.87,771.08,0.01,1.55,0.31,0.39,0.38,0.38,0.39,0.4,0.49,0.4,4.49,4.94,0.6,0.64,0.61,14.35,0.14,0.63,0.61,0.56,0.66,0.52,0.81,1.21,0.98,1.15,1.15,1.61,0.81,1.38,1.15,28.17,25.82,25.54,8.44,11.76,-0.03,2.55,0.54,0.65,0.64,0.64,0.64,0.62,0.78,0.67,7.42,91.34,334.38,209.35,10.4,0.5,3.8,910.8,309.1
768,Khénifra,Montagne,Blé tendre,Wheat,Bour,S2,19/11/2020,17/03/2021,Yes,Yes,15/02/2021,No,,No Seconde N,88%,0.156,0.003,0.188,0.097,0.124,0.125,0.09,0.144,0.379,0.477,0.476,0.504,0.194,1.019,0.002,5.024,0.617,0.784,832.342,834.674,0.584,3.138,488.34,803.96,641.11,"4,325.85","1,763.34","3,323.15",332.32,332.31,859.42,17.39,335.02,0.85,1.97,"2,447.08",312.34,749.46,-0.25,0.87,0.37,0.31,0.36,0.38,0.38,0.13,0.26,0.3,3.32,2.77,0.55,0.32,0.52,10.56,0.54,0.59,0.52,0.58,0.64,0.1,1.73,1.21,0.81,1.15,1.21,1.84,0.12,0.58,0.81,18.98,23.13,22.76,5.52,7.46,-0.36,1.46,0.58,0.52,0.57,0.58,0.61,0.25,0.47,0.54,5.56,125.74,437.92,339.15,9,0.1,5.8,197,22.9
774,Khénifra,Montagne,Blé dur,Wheat,Bour,S2,08/11/2020,17/03/2021,No,Yes,06/02/2021,No,,No Seconde N,91%,0.128,0.002,0.163,0.07,0.095,0.094,0.051,0.107,0.364,0.48,0.463,0.509,0.19,1.466,0.003,5.374,0.732,0.92,833.387,835.589,0.652,3.067,363.4,652.05,450.8,"4,932.35","1,677.85","3,331.55",333.16,333.37,640.55,17.39,335.26,0.96,1.65,"2,552.88",340.17,754.29,-0.21,0.9,0.43,0.37,0.42,0.47,0.5,0.29,0.33,0.36,4.14,2.8,0.63,0.49,0.55,12.81,0.39,0.64,0.59,0.65,0.68,0.29,1.27,1.27,0.98,1.15,1.5,1.61,0.35,0.92,1.04,24.5,22.07,21.79,10.86,10.34,-0.21,1.66,0.75,0.69,0.74,0.75,0.77,0.56,0.64,0.68,7.61,152.25,527.03,367.68,9.4,0.1,2.3,423.4,5.8
779,Khénifra,Montagne,Blé tendre,Wheat,Bour,S2,01/12/2020,17/03/2021,Yes,Yes,17/02/2021,No,,No Seconde N,90%,0.124,0.004,0.164,0.075,0.09,0.092,0.054,0.118,0.336,0.418,0.428,0.447,0.236,1.039,0.003,3.958,0.645,0.892,829.925,832.56,0.61,3.129,458.26,822.67,714.85,"4,213.75","1,976.98","3,372.37",337.22,337.17,"1,042.23",17.39,340.7,0.81,2.02,"2,581.06",322.69,762.22,-0.22,1,0.36,0.36,0.35,0.32,0.37,0.15,0.32,0.35,3.76,3.32,0.57,0.55,0.56,12.49,0.43,0.59,0.57,0.51,0.62,0.2,0.81,1.04,0.81,0.92,0.92,1.15,0.35,0.81,0.81,23,24.74,23.29,10.1,10.52,-0.42,1.82,0.65,0.67,0.63,0.54,0.67,0.25,0.63,0.63,6.84,132.33,432.95,326.65,7.9,0.2,5.8,149.3,193.5
783,Khénifra,Montagne,Blé dur,Wheat,Bour,S2,20/12/2020,17/03/2021,Yes,No,,No,,No N topDress ,94%,0.123,0.002,0.176,0.078,0.095,0.1,0.059,0.121,0.382,0.482,0.48,0.502,0.219,1.338,0.003,4.871,0.689,0.898,831.283,833.747,0.652,3.26,598.95,950.88,993.23,"4,464.18","2,342.48","3,377.91",337.75,337.91,"1,216.86",17.39,341.3,0.73,1.75,"2,360.03",306.94,638.25,-0.23,0.87,0.38,0.26,0.3,0.29,0.39,0.16,0.28,0.28,3.19,2.83,0.52,0.45,0.48,10.3,0.47,0.54,0.56,0.41,0.59,0.12,0.81,0.86,0.81,0.81,0.75,0.92,0.12,0.58,0.81,15.87,25.6,26.39,8.76,9.92,-0.39,1.6,0.64,0.53,0.54,0.46,0.65,0.26,0.55,0.55,5.84,116.34,419.02,306.27,7.9,0.2,2.8,202.1,11.5
787,Khouribga,interemédiaire,Orge,Barley,Bour,S2,24/11/2020,07/04/2021,Yes,Yes,30/01/2021,No,,No Seconde N,70%,0.149,0.002,0.305,0.178,0.131,0.143,0.144,0.202,0.334,0.397,0.403,0.447,0.159,0.419,0.002,2.617,0.375,0.545,828.791,831.567,0.398,3.277,691.94,"1,215.92","1,339.75","4,017.30","2,826.49","3,399.21",339.9,339.87,"1,691.11",17.39,344.69,0.57,2.48,"2,372.57",306.59,729.1,-0.29,1.23,0.42,0.41,0.41,0.34,0.44,0.14,0.23,0.38,3.61,3.86,0.63,0.37,0.55,11.34,0.61,0.65,0.67,0.45,0.69,0.08,1.5,1.44,1.15,1.27,1.04,1.61,0.12,0.58,0.92,21.05,27.22,23.61,6.5,7.76,-0.44,1.99,0.65,0.62,0.62,0.52,0.67,0.23,0.47,0.59,5.84,97.29,338.18,247.38,9.4,0.2,3,195.2,25.6
794,Khouribga,interemédiaire,Orge,Barley,Bour,S2,17/11/2020,06/04/2021,Yes,Yes,10/02/2021,No,,No Seconde N,73%,0.147,0.002,0.324,0.216,0.12,0.129,0.129,0.192,0.326,0.378,0.385,0.423,0.199,0.422,0.003,2.419,0.374,0.573,826.013,829.137,0.406,3.401,,,,,,,,,,22.76,,,2.79,"2,330.24",270.14,688.28,-0.19,1.45,0.34,0.4,0.34,0.2,0.35,0.16,0.35,0.35,3.58,4.18,0.48,0.43,0.43,10.32,0.45,0.48,0.62,0.26,0.6,0.15,1.04,0.98,1.04,0.86,0.52,1.27,0.23,0.58,0.81,17.71,33.88,26.09,9.79,10.02,-0.3,2.14,0.49,0.61,0.49,0.28,0.52,0.22,0.52,0.52,5.27,88.56,283.75,194.6,9.7,0.1,1.8,100.6,85.9
795,Khouribga,interemédiaire,Orge,Barley,Bour,S2,14/12/2020,06/04/2021,Yes,Yes,18/02/2021,No,,No Seconde N,79%,0.128,0.002,0.197,0.108,0.1,0.102,0.081,0.127,0.315,0.393,0.385,0.429,0.197,0.773,0.002,4.749,0.588,0.749,831.895,834.283,0.503,3.495,506,826.08,775.51,"4,231.33","1,863.84","3,373.23",337.33,337.27,982.2,22.76,341.32,0.79,2.38,"2,416.38",305.33,743.01,-0.35,1.21,0.47,0.43,0.42,0.38,0.49,0.14,0.22,0.36,3.78,3.83,0.67,0.31,0.59,11.95,0.66,0.72,0.67,0.55,0.78,0.13,1.5,1.61,1.15,1.21,1.27,1.73,0.23,0.35,1.15,22.31,27.24,25.07,7.13,7.92,-0.5,2.04,0.73,0.7,0.69,0.6,0.74,0.24,0.44,0.61,6.37,109.82,358.62,259.33,9.4,0.1,4.1,173.1,44
822,Béni Mellal,interemédiaire,Blé tendre,Wheat,irrigué,S2,27/11/2020,12/03/2021,No,Yes,15/01/2021,No,,No Seconde N,90%,0.136,0.004,0.182,0.1,0.104,0.102,0.077,0.123,0.31,0.414,0.388,0.439,0.147,0.853,0.002,4.76,0.625,0.768,835.135,837.118,0.515,3.332,813.82,997.15,"1,068.48","3,070.96","1,860.79","3,297.58",329.71,329.75,"1,432.70",8.62,332.76,0.56,2.12,"2,537.82",328.56,691.84,-0.37,1.51,0.44,0.34,0.44,0.61,0.7,0.33,0.43,0.43,4.93,4.63,0.78,0.55,0.64,15.1,0.68,0.86,0.59,0.84,0.95,0.28,4.03,2.65,0.98,2.3,2.82,4.37,0.35,1.04,1.15,37.03,28.14,25.61,8.34,11.03,-0.4,2.52,0.75,0.62,0.75,0.88,0.94,0.55,0.72,0.72,8.21,92.29,375.22,234.4,9.5,0.1,2.1,678.7,20.7
850,EL HAJEB,favorable,Blé tendre,Wheat,Bour,S2,17/11/2020,25/02/2021,Yes,Yes,16/01/2021,No,,No Seconde N,82%,0.138,0.003,0.283,0.206,0.111,0.113,0.103,0.158,0.264,0.298,0.311,0.319,0.146,0.325,0.002,2.229,0.353,0.576,823.532,826.965,0.362,2.907,,,,,,,,,,17.33,,,2.18,"2,272.28",269.68,675.97,-0.18,1.13,0.33,0.23,0.33,0.4,0.42,0.24,0.31,0.31,3.51,3.76,0.53,0.53,0.53,11.65,0.26,0.54,0.47,0.55,0.56,0.3,0.69,0.81,0.69,0.81,1.15,1.27,0.58,0.81,0.81,20.93,27.15,23.47,5.78,7.6,-0.2,2.09,0.61,0.49,0.6,0.64,0.64,0.44,0.61,0.61,6.49,97.69,356.69,290.54,9,0.3,4.3,323.8,74.9
867,Meknès,favorable,Blé dur,Wheat,Bour,S2,26/01/2021,23/11/2020,Yes,Yes,15/12/2020,No,,No Seconde N,91%,0.162,0.002,0.324,0.252,0.15,0.139,0.153,0.165,0.186,0.203,0.195,0.226,0.101,0.058,0,1.986,0.121,0.141,833.53,835.714,0.079,1.762,"1,082.41","1,395.97","1,665.44","2,454.33","3,855.00","3,423.89",342.41,341.98,"3,000.13",26.72,348.09,0.22,2.1,"2,373.26",329.36,760.5,-0.44,1.14,0.5,0.44,0.51,0.55,0.56,0.12,0.21,0.38,4.13,3.68,0.75,0.3,0.69,13.36,0.66,0.77,0.71,0.73,0.82,0.16,1.84,1.78,1.27,1.73,1.96,2.07,0.23,0.35,1.27,27.6,21.8,23.84,10.28,11.33,-0.56,1.91,0.8,0.74,0.78,0.78,0.8,0.24,0.45,0.7,6.92,132.6,417.38,303.88,9.8,0.2,3.3,64.9,324.9
870,LARACHE,favorable supérieur,Blé tendre,Wheat,Bour,S2,28/11/2020,11/03/2021,Yes,Yes,29/12/2020,No,,No Seconde N,84%,0.159,0.001,0.223,0.119,0.121,0.11,0.078,0.128,0.266,0.324,0.304,0.347,0.081,0.51,0.002,3.117,0.497,0.682,829.146,831.878,0.408,2.241,,,,,,,,,,16.9,,,1.47,"1,989.04",262.55,571.32,-0.34,0.98,0.45,0.32,0.45,0.49,0.5,0.16,0.21,0.39,3.8,2.86,0.62,0.3,0.53,11.1,0.56,0.67,0.54,0.64,0.74,0.17,1.15,1.32,0.81,1.27,1.44,1.5,0.35,0.35,0.81,19.55,23.7,24.25,11.37,12.96,-0.5,1.71,0.73,0.63,0.73,0.77,0.79,0.28,0.42,0.68,6.64,149.1,446.27,263.22,9.7,0.2,2.8,435.9,20
877,LARACHE,favorable supérieur,Blé dur,Wheat,Bour,S2,25/11/2020,11/03/2021,Yes,Yes,14/01/2021,No,,No Seconde N,78%,,,,,,,,,,,,,,,,,,,,,,,617.7,920.45,719.35,"4,189.82","1,878.86","3,292.86",329.3,329.35,924.98,14.58,331.98,0.81,1.13,"1,947.64",196.65,497.49,-0.34,0.7,0.29,0.29,0.35,0.46,0.47,0.13,0.14,0.28,3.08,2.65,0.67,0.32,0.62,11.66,0.6,0.69,0.63,0.7,0.72,0.13,1.61,1.44,1.04,1.44,1.78,1.84,0.23,0.46,1.04,22.77,24.52,22.85,9.64,12.55,-0.51,1.32,0.57,0.57,0.67,0.75,0.75,0.24,0.3,0.56,5.82,152.12,505.34,322.09,8.6,0.1,2.3,254.2,30
883,My Yaacoub,favorable,Orge,Barley,Bour,S2,11/11/2020,02/03/2021,Yes,Yes,25/01/2021,No,,No Seconde N,100%,0.156,0.003,0.258,0.14,0.119,0.128,0.085,0.164,0.447,0.556,0.564,0.59,0.24,1.288,0.005,4.116,0.627,0.85,830.428,833,0.676,3.322,660.77,"1,096.58",900.73,"6,043.39","2,619.36","3,316.03",331.6,331.56,"1,185.67",20.63,334.41,0.85,2.23,"2,401.89",256.45,689.43,-0.32,1.35,0.48,0.42,0.44,0.4,0.51,0.18,0.33,0.38,4.16,3.64,0.65,0.37,0.55,11.24,0.72,0.67,0.62,0.62,0.81,0.08,2.19,1.44,1.04,1.21,1.5,2.3,0.12,0.46,0.92,21.05,21.57,21.75,10.48,11.07,-0.48,2.1,0.71,0.65,0.64,0.58,0.76,0.28,0.56,0.61,6.48,112.24,355.4,238.04,9.4,0.3,3.9,370.1,66.2
888,My Yaacoub,favorable,Blé tendre,Wheat,Bour,S2,09/11/2020,02/03/2021,Yes,No,,No,,No N topDress ,94%,0.135,0.001,0.157,0.063,0.1,0.092,0.049,0.091,0.351,0.507,0.513,0.542,0.162,1.777,0.002,7.133,0.801,0.951,838.081,839.696,0.705,3.427,417.93,667.27,431.46,"4,536.02","1,467.23","3,285.10",328.49,328.51,594.02,17.33,330.8,0.95,1.85,"2,127.27",208.38,598.58,-0.39,1.06,0.47,0.36,0.43,0.42,0.51,0.12,0.17,0.29,3.43,3.09,0.56,0.18,0.51,10.03,0.68,0.68,0.53,0.6,0.75,0.07,1.73,1.67,0.81,1.21,1.38,1.84,0.12,0.23,0.69,18.63,23.83,25.29,10.15,10.84,-0.57,1.67,0.72,0.56,0.65,0.61,0.76,0.19,0.34,0.49,5.42,123.72,372.75,244.97,9.4,0.2,4.3,405.3,81.3
