id,Province,Agroecological.zones,Crop,Grp.Crop,Regime,Code_Stage,birth.day,sampling.date,Base.Feed,Second.feed.1,second.feed.1.date,second.feed..2,second.feed..2.date,Sampling.Timing.Vs.second.feed.timing,Target,Mos.,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,IND1,IND2,IND3,IND4,IND5,IND6,IND7,IND8,IND9,B1,B2,B3,B4,B5,B6,B6_VCID_1,B6_VCID_2,B7,FVC,LST,NDVI,AI,ETP_jan_mars,ETP_oct_dec,ETP_oct_mars,EVI_Diff,EVI_RUE,EVI_fev,EVI_jan,EVI_jan_mars,EVI_mars,EVI_max,EVI_min,EVI_oct_dec,EVI_oct_mars,EVIsum,FAPAR_RUE,FAPAR_jan_mars,FAPAR_oct_dec,FAPAR_oct_mars,FAPARsum,Fpar_Diff,Fpar_fev,Fpar_jan,Fpar_mars,Fpar_max,Fpar_min,LAI_Diff,LAI_fev,LAI_jan,LAI_jan_mars,LAI_mars,LAI_max,LAI_min,LAI_oct_dec,LAI_oct_mars,LAIsum,LST_DAY_jan_mars,LST_DAY_oct_dec,LST_Night_jan_mars,LST_Night_oct_dec,NDVI_Diff,NDVI_RUE,NDVI_fev,NDVI_jan,NDVI_jan_mars,NDVI_mars,NDVI_max,NDVI_min,NDVI_oct_dec,NDVI_oct_mars,NDVIsum,P_dec_fev,P_oct_mars,P_sep_nov,pH,Ec,MO,K20,P2O5
2072,Safi,défavorable,Blé tendre,Wheat,,S2,01/11/2019,27/02/2020,Yes,Yes,01/01/2020,No,,No Seconde N,1.53,77%,0.161,,,,0.129,0.124,0.132,0.172,0.256,0.297,0.294,0.333,0.106,0.245,0.001,2.37,0.305,0.438,828.107,830.969,0.279,2.913,533.6,916.55,"1,174.73","3,251.63","2,972.75","3,421.25",342.14,342.01,"1,847.48",19.9,346.58,0.54,3.42,"2,279.76",264.62,637.45,-0.38,1.55,0.42,0.4,0.35,0.19,0.49,0.1,0.13,0.25,2.89,5.22,0.62,0.16,0.38,9.73,0.75,0.7,0.71,0.32,0.85,0.1,2.3,1.55,1.27,1.27,0.52,2.42,0.12,0.23,0.46,18.4,31.81,27.57,11.07,12.55,-0.53,2.82,0.71,0.7,0.64,0.38,0.75,0.22,0.26,0.45,5.25,131.27,214.14,60.86,,,,,
2073,Safi,défavorable,Blé tendre,Wheat,,S2,15/11/2019,12/03/2020,Yes,Yes,20/01/2020,No,,No Seconde N,2.09,69%,0.168,0.003,0.295,0.212,0.138,0.134,0.16,0.186,0.228,0.259,0.259,0.292,0.121,0.122,0,1.831,0.188,0.271,830.444,833.013,0.171,2.636,294.27,473.94,389.26,"3,114.09","1,631.49","3,332.52",333.26,332.86,771.98,15.04,336.18,0.89,4.39,"2,450.42",306.02,711.05,-0.36,1.85,0.33,0.48,0.33,0.18,0.48,0.12,0.15,0.21,3,4.16,0.36,0.15,0.3,6.73,0.35,0.37,0.48,0.25,0.44,0.09,0.69,0.58,0.75,0.58,0.4,0.81,0.12,0.23,0.46,10.47,32.64,28.19,10.87,12.27,-0.47,3.1,0.52,0.71,0.53,0.33,0.69,0.22,0.26,0.38,5.03,112.67,186.15,49.81,,,,,
2074,Safi,défavorable,Blé dur ,Wheat,,S1,01/11/2019,30/01/2020,Yes,Yes,01/01/2020,No,,After,3.57,86%,0.15,0.002,0.213,0.13,0.109,0.098,0.074,0.12,0.251,0.304,0.3,0.329,0.11,0.483,0.002,3.328,0.5,0.693,829.311,832.022,0.41,2.654,,,,,,,,,,19.9,,,4.39,"2,450.42",306.02,711.05,-0.36,1.85,0.33,0.48,0.33,0.18,0.48,0.12,0.15,0.21,3,4.16,0.36,0.15,0.3,6.73,0.35,0.37,0.48,0.25,0.44,0.09,0.69,0.58,0.75,0.58,0.4,0.81,0.12,0.23,0.46,10.47,32.64,28.19,10.87,12.27,-0.47,3.1,0.52,0.71,0.53,0.33,0.69,0.22,0.26,0.38,5.03,112.67,186.15,49.81,,,,,
2075,Safi,défavorable,Blé dur,Wheat,,S2,20/11/2019,02/03/2020,Yes,Yes,20/01/2020,No,,No Seconde N,2.26,77%,0.163,0.002,0.297,0.2,0.133,0.122,0.131,0.163,0.237,0.28,0.277,0.316,0.096,0.218,0.001,2.662,0.304,0.413,831.067,833.558,0.257,2.797,379.64,750.83,668.3,"3,497.13","2,226.85","3,331.44",333.14,333.03,"1,145.70",15.04,336.48,0.78,3.41,"2,160.05",223.68,545.45,-0.2,1.73,0.28,0.37,0.28,0.17,0.33,0.12,0.13,0.22,2.76,5.32,0.49,0.17,0.36,8.5,0.56,0.5,0.6,0.22,0.67,0.1,1.04,0.81,0.98,0.81,0.35,1.15,0.12,0.23,0.46,13.69,31.63,27.84,11.16,12.18,-0.28,2.94,0.46,0.63,0.46,0.32,0.49,0.21,0.26,0.42,4.69,107.81,183.76,52.83,,,,,
2077,Safi,défavorable,Blé tendre,Wheat,,S2,10/11/2019,02/03/2020,Yes,Yes,20/01/2020,No,,No Seconde N,2.04,61%,0.171,0.002,0.311,0.229,0.139,0.129,0.141,0.17,0.22,0.249,0.25,0.278,0.099,0.139,0,2.055,0.218,0.319,828.304,831.141,0.194,2.425,571.99,890.42,941.98,"3,135.41","2,890.43","3,331.55",333.16,333.03,"1,953.12",8.84,336.45,0.62,2.78,"2,097.95",197.92,517.73,-0.51,1.74,0.5,0.48,0.42,0.23,0.6,0.1,0.12,0.23,3.24,4.81,0.6,0.16,0.32,8.96,0.74,0.66,0.68,0.29,0.83,0.09,1.73,1.5,1.21,1.09,0.58,1.84,0.12,0.23,0.58,16.22,30.35,27.91,10.83,12.66,-0.62,3.07,0.78,0.78,0.7,0.38,0.86,0.23,0.31,0.41,5.72,131.27,214.14,60.86,,,,,
2078,Safi,défavorable,Blé dur ,Wheat,,S1,01/11/2019,10/01/2020,Yes,Yes,01/01/2020,No,,After,1.79,90%,0.153,0.002,0.278,0.189,0.117,0.107,0.097,0.131,0.229,0.261,0.247,0.279,0.091,0.286,0.001,3.321,0.38,0.499,827.516,830.451,0.281,2.419,,,,,,,,,,19.9,,,2.78,"2,097.95",197.92,517.73,-0.51,1.74,0.5,0.48,0.42,0.23,0.6,0.1,0.12,0.23,3.24,4.81,0.6,0.16,0.32,8.96,0.74,0.66,0.68,0.29,0.83,0.09,1.73,1.5,1.21,1.09,0.58,1.84,0.12,0.23,0.58,16.22,30.35,27.91,10.83,12.66,-0.62,3.07,0.78,0.78,0.7,0.38,0.86,0.23,0.31,0.41,5.72,131.27,214.14,60.86,,,,,
2079,Safi,défavorable,Blé dur,Wheat,,S2,16/11/2019,27/02/2020,Yes,Yes,20/01/2020,No,,No Seconde N,1.97,72%,0.157,0.001,0.298,0.188,0.124,0.12,0.116,0.159,0.266,0.311,0.304,0.343,0.109,0.328,0.001,2.913,0.374,0.515,828.476,831.291,0.326,2.837,602.89,961.16,898.98,"3,790.37","2,457.02","3,362.60",336.22,336.2,"1,374.85",22.97,339.23,0.71,3.24,"1,991.45",259.67,588.69,-0.41,2.14,0.52,0.53,0.5,0.29,0.55,0.13,0.15,0.36,3.89,5.67,0.67,0.18,0.44,10.29,0.58,0.67,0.76,0.38,0.72,0.15,1.61,1.38,1.44,1.27,0.69,1.84,0.23,0.23,0.81,19.21,27.46,24.67,11.78,12.06,-0.54,3.18,0.75,0.71,0.71,0.48,0.76,0.22,0.26,0.58,5.78,120.47,208.76,69.46,,,,,
2080,Safi,défavorable,Blé tendre,Wheat,,S1,01/11/2019,10/02/2020,Yes,Yes,01/01/2020,No,,After,4.28,84%,0.147,0.002,0.251,0.145,0.122,0.124,0.104,0.157,0.304,0.366,0.347,0.397,0.073,0.506,0.002,3.177,0.459,0.619,829.411,832.109,0.408,2.698,582.51,988.93,"1,021.47","3,429.21","2,770.71","3,411.11",341.11,341.04,"1,674.71",22.96,345.46,0.62,3.24,"1,991.45",259.67,588.69,-0.41,2.14,0.52,0.53,0.5,0.29,0.55,0.13,0.15,0.36,3.89,5.67,0.67,0.18,0.44,10.29,0.58,0.67,0.76,0.38,0.72,0.15,1.61,1.38,1.44,1.27,0.69,1.84,0.23,0.23,0.81,19.21,27.46,24.67,11.78,12.06,-0.54,3.18,0.75,0.71,0.71,0.48,0.76,0.22,0.26,0.58,5.78,120.47,208.76,69.46,,,,,
2081,Safi,défavorable,Blé tendre,Wheat,,S2,17/11/2019,26/02/2020,Yes,No,,No,,No N topDress ,1.45,78%,0.163,0.002,0.273,0.163,0.13,0.132,0.113,0.169,0.314,0.371,0.363,0.407,0.108,0.478,0.002,2.951,0.429,0.604,828.03,830.901,0.411,2.692,404.85,667.14,551.27,"3,437.02","1,801.71","3,304.50",330.48,330.69,"1,025.04",20.61,332.9,0.83,1.61,"2,313.11",310.39,582.36,-0.43,1.29,0.55,0.53,0.55,0.55,0.6,0.17,0.25,0.47,4.65,3.61,0.75,0.31,0.68,13.05,0.64,0.78,0.75,0.68,0.81,0.16,1.73,1.67,1.44,1.61,1.78,1.96,0.23,0.46,1.38,26.22,25.02,20.71,11.3,10.38,-0.57,2.27,0.9,0.89,0.87,0.81,0.9,0.33,0.6,0.83,8.2,180.83,415.23,133.29,,,,,
2083,Taounate,favorable supérieur,Blé tendre,Wheat,,S2,20/11/2019,10/02/2020,Yes,Yes,20/01/2020,No,,No Seconde N,3.14,84%,0.144,0.001,0.132,0.061,0.102,0.085,0.049,0.085,0.277,0.37,0.363,0.394,0.132,1.044,0.001,6.1,0.719,0.876,834.798,836.824,0.549,2.82,591.57,948.05,"1,211.94","2,698.34","2,302.14","3,416.27",341.64,341.81,"1,391.21",22.63,347.76,0.44,1.61,"2,313.11",310.39,582.36,-0.43,1.29,0.55,0.53,0.55,0.55,0.6,0.17,0.25,0.47,4.65,3.61,0.75,0.31,0.68,13.05,0.64,0.78,0.75,0.68,0.81,0.16,1.73,1.67,1.44,1.61,1.78,1.96,0.23,0.46,1.38,26.22,25.02,20.71,11.3,10.38,-0.57,2.27,0.9,0.89,0.87,0.81,0.9,0.33,0.6,0.83,8.2,180.83,415.23,133.29,,,,,
2084,Taounate,favorable supérieur,Blé tendre,Wheat,,S2,29/11/2019,10/03/2020,Yes,Yes,10/01/2020,No,,No Seconde N,1.68,93%,0.152,,,,0.117,0.103,0.078,0.112,0.25,0.302,0.292,0.331,0.103,0.5,0.001,4.761,0.529,0.664,831.158,833.638,0.391,2.477,679.84,"1,083.06","1,255.66","3,610.36","2,874.14","3,364.60",336.48,336.73,"1,897.03",14.32,340.41,0.56,3.54,"2,122.67",242.65,491.97,-0.21,1.79,0.32,0.3,0.29,0.21,0.34,0.13,0.16,0.23,2.49,5.24,0.41,0.17,0.31,7.28,0.51,0.42,0.42,0.29,0.67,0.16,1.38,0.75,0.58,0.63,0.58,1.61,0.23,0.23,0.46,11.62,31.54,29.38,11.89,12.55,-0.28,2.7,0.46,0.44,0.42,0.32,0.49,0.22,0.24,0.36,3.75,102.41,159.83,40.9,,,,,
2085,Safi,défavorable,Blé dur ,Wheat,,S1,01/11/2019,11/02/2020,Yes,Yes,01/01/2020,No,,After,3.11,77%,0.165,0.002,0.294,0.188,0.133,0.128,0.122,0.169,0.306,0.364,0.36,0.401,0.12,0.441,0.002,3.364,0.422,0.57,829.843,832.488,0.389,3.092,696.48,"1,074.75","1,334.79","3,454.96","3,114.31","3,414.93",341.52,341.48,"2,159.81",16.75,346.1,0.51,3.54,"2,122.67",242.65,491.97,-0.21,1.79,0.32,0.3,0.29,0.21,0.34,0.13,0.16,0.23,2.49,5.24,0.41,0.17,0.31,7.28,0.51,0.42,0.42,0.29,0.67,0.16,1.38,0.75,0.58,0.63,0.58,1.61,0.23,0.23,0.46,11.62,31.54,29.38,11.89,12.55,-0.28,2.7,0.46,0.44,0.42,0.32,0.49,0.22,0.24,0.36,3.75,102.41,159.83,40.9,,,,,
2086,Safi,défavorable,Blé dur,Wheat,,S2,15/11/2019,04/03/2020,Yes,Yes,20/01/2020,No,,No Seconde N,2.38,62%,0.16,0.003,0.348,0.246,0.134,0.132,0.152,0.195,0.282,0.325,0.334,0.368,0.181,0.25,0.001,2.297,0.287,0.431,827.879,830.769,0.296,3.345,775.16,"1,209.17","1,365.96","3,342.46","2,976.82","3,391.83",339.19,339.23,"2,213.45",14.32,343.38,0.48,4.63,"2,267.69",253,612.84,-0.22,2.61,0.4,0.34,0.38,0.36,0.42,0.2,0.25,0.29,3.45,6.28,0.45,0.25,0.36,8.3,0.36,0.49,0.45,0.33,0.54,0.18,0.58,0.81,0.58,0.63,0.58,0.81,0.23,0.35,0.46,11.16,32.58,30,11.55,12.48,-0.31,4.04,0.61,0.54,0.57,0.51,0.62,0.31,0.42,0.47,5.34,100.93,152.07,35.57,,,,,
2088,Safi,défavorable,Blé dur,Wheat,,S2,01/11/2019,04/03/2020,Yes,Yes,01/01/2020,No,,No Seconde N,3.59,81%,0.155,,,,0.122,0.12,0.117,0.163,0.288,0.343,0.35,0.375,0.165,0.401,0.001,3.135,0.41,0.574,829.7,832.362,0.386,3.276,786.6,"1,170.44","1,514.55","3,412.62","3,269.06","3,478.75",347.83,347.99,"2,487.98",21.55,353.44,0.44,4.63,"2,267.69",253,612.84,-0.22,2.61,0.4,0.34,0.38,0.36,0.42,0.2,0.25,0.29,3.45,6.28,0.45,0.25,0.36,8.3,0.36,0.49,0.45,0.33,0.54,0.18,0.58,0.81,0.58,0.63,0.58,0.81,0.23,0.35,0.46,11.16,32.58,30,11.55,12.48,-0.31,4.04,0.61,0.54,0.57,0.51,0.62,0.31,0.42,0.47,5.34,100.93,152.07,35.57,,,,,
2089,Safi,défavorable,Blé dur,Wheat,,S2,16/11/2019,12/03/2020,Yes,Yes,20/01/2020,No,,No Seconde N,2.55,84%,0.155,0.002,0.28,0.196,0.122,0.12,0.117,0.163,0.288,0.343,0.35,0.375,0.165,0.401,0.001,3.135,0.41,0.574,829.7,832.362,0.386,3.276,559.92,950.03,939.96,"3,591.00","2,422.59","3,386.08",338.6,338.72,"1,494.57",14.32,342.27,0.67,4.8,"2,349.80",275.89,634.23,-0.22,2.34,0.39,0.35,0.36,0.33,0.39,0.17,0.18,0.3,3.1,6.91,0.54,0.23,0.41,9.13,0.4,0.58,0.54,0.46,0.61,0.21,1.04,1.09,0.75,0.92,0.92,1.27,0.23,0.35,0.58,14.49,33.34,30.35,11.73,12.13,-0.32,3.81,0.6,0.56,0.57,0.52,0.61,0.3,0.31,0.49,5.04,100.93,152.07,35.57,,,,,
2090,Safi,défavorable,Blé tendre,Wheat,,S1,01/11/2019,11/02/2020,Yes,Yes,01/01/2020,No,,After,5.3,87%,0.167,0.002,0.313,0.204,0.133,0.128,0.119,0.172,0.312,0.373,0.372,0.41,0.115,0.461,0.002,3.071,0.425,0.592,829.37,832.074,0.409,3.122,528.14,889.21,929.67,"3,469.29","2,368.26","3,421.25",342.13,342.16,"1,526.45",16.75,346.18,0.66,4.8,"2,349.80",275.89,634.23,-0.22,2.34,0.39,0.35,0.36,0.33,0.39,0.17,0.18,0.3,3.1,6.91,0.54,0.23,0.41,9.13,0.4,0.58,0.54,0.46,0.61,0.21,1.04,1.09,0.75,0.92,0.92,1.27,0.23,0.35,0.58,14.49,33.34,30.35,11.73,12.13,-0.32,3.81,0.6,0.56,0.57,0.52,0.61,0.3,0.31,0.49,5.04,100.93,152.07,35.57,,,,,
2092,Essaouira,défavorable,Orge,Barley,,S1,21/11/2019,13/02/2020,Yes,No,,No,,No N topDress ,2.19,68%,0.182,0.002,0.358,0.243,0.157,0.161,0.165,0.206,0.295,0.329,0.325,0.353,0.148,0.235,0.001,2.498,0.265,0.376,826.307,829.394,0.259,2.37,884.56,"1,449.40","1,773.28","3,412.98","3,541.16","3,516.70",351.68,351.65,"2,402.06",21.55,357.45,0.36,6.08,"2,526.32",342.7,735.43,-0.24,1.69,0.3,0.29,0.28,0.14,0.33,0.1,0.1,0.15,2.04,5.6,0.43,0.14,0.23,6.77,0.44,0.47,0.53,0.28,0.54,0.1,0.69,0.81,0.75,0.63,0.46,0.81,0.12,0.23,0.35,10.12,36.64,30.14,11.45,11.47,-0.34,3.14,0.49,0.52,0.48,0.28,0.54,0.2,0.22,0.28,3.79,85.46,139.09,31.34,,,,,
2093,Essaouira,défavorable,Orge,Barley,,S2,21/11/2019,12/03/2020,Yes,No,,No,,No N topDress ,1.93,65%,0.193,,,,0.177,0.178,0.208,0.229,0.26,0.283,0.281,0.306,0.137,0.085,0,1.719,0.122,0.17,829.805,832.454,0.117,2.114,867,"1,320.47","1,694.77","3,567.70","4,079.43","3,413.67",341.37,341.32,"3,113.73",14.32,345.03,0.41,4.4,"2,257.33",317.17,532.34,-0.11,1.77,0.22,0.28,0.22,0.18,0.24,0.13,0.13,0.19,2.14,5.01,0.34,0.21,0.21,6.06,0.28,0.34,0.41,0.18,0.41,0.14,0.46,0.58,0.58,0.58,0.35,0.69,0.23,0.23,0.35,8.85,35.02,28.97,10.57,11.63,-0.15,2.71,0.33,0.41,0.33,0.28,0.36,0.2,0.22,0.29,3.28,85.46,139.09,31.34,,,,,
2094,Essaouira,défavorable,Orge,Barley,,S1,19/11/2019,13/02/2020,Yes,No,,No,,No N topDress ,3.03,86%,0.188,0.003,0.476,0.361,0.165,0.178,0.213,0.258,0.349,0.39,0.39,0.427,0.181,0.241,0.001,2.346,0.235,0.338,826.888,829.902,0.26,3.021,961.84,"1,605.49","2,176.14","3,637.00","4,756.47","3,491.49",349.17,349.02,"3,898.41",21.55,354.22,0.29,4.4,"2,257.33",317.17,532.34,-0.11,1.77,0.22,0.28,0.22,0.18,0.24,0.13,0.13,0.19,2.14,5.01,0.34,0.21,0.21,6.06,0.28,0.34,0.41,0.18,0.41,0.14,0.46,0.58,0.58,0.58,0.35,0.69,0.23,0.23,0.35,8.85,35.02,28.97,10.57,11.63,-0.15,2.71,0.33,0.41,0.33,0.28,0.36,0.2,0.22,0.29,3.28,85.46,139.09,31.34,,,,,
2096,Essaouira,défavorable,Orge,Barley,,S1,15/11/2019,13/02/2020,Yes,No,,No,,No N topDress ,3.3,77%,0.177,0.002,0.377,0.264,0.15,0.152,0.154,0.197,0.314,0.357,0.359,0.389,0.158,0.324,0.001,3.133,0.333,0.46,828.133,830.991,0.325,2.753,824.89,"1,375.88","1,806.34","3,598.35","4,131.68","3,505.93",350.55,350.42,"3,119.27",21.55,356.12,0.38,5.4,"2,477.21",298.54,653.66,-0.2,1.73,0.29,0.26,0.26,0.17,0.3,0.1,0.12,0.16,2.09,5.29,0.35,0.21,0.23,6.39,0.38,0.37,0.39,0.2,0.48,0.1,0.58,0.69,0.46,0.58,0.35,0.69,0.12,0.23,0.35,9.08,35.95,30.37,11.75,11.26,-0.26,3.09,0.48,0.44,0.43,0.31,0.48,0.22,0.25,0.3,3.73,85.46,139.09,31.34,,,,,
2097,Essaouira,défavorable,Orge,Barley,,S2,15/11/2019,12/03/2020,Yes,No,,No,,No N topDress ,1.84,81%,0.178,,,,0.167,0.174,0.212,0.243,0.302,0.339,0.344,0.377,0.151,0.157,0,2.141,0.189,0.272,830.386,832.963,0.2,2.775,330.16,602.08,586.98,"3,628.72","2,284.05","3,318.64",331.84,332.15,"1,345.34",20.61,334.86,0.83,2.62,"2,513.44",320.62,668.04,-0.53,1.5,0.56,0.43,0.46,0.43,0.66,0.12,0.16,0.33,3.82,4.8,0.81,0.18,0.53,12.24,0.84,0.92,0.76,0.6,0.93,0.09,3.11,2.99,1.5,1.9,1.61,3.22,0.12,0.35,1.04,29.1,26.45,24.35,7.02,8.27,-0.67,2.6,0.84,0.72,0.77,0.74,0.93,0.26,0.32,0.63,6.63,121.81,293.22,115.52,,,,,
2098,El Hajeb,favorable,Blé tendre,Wheat,,S1,09/11/2019,10/02/2020,Yes,Yes,20/01/2020,Yes,20/02/2020,After,4.29,86%,0.136,0.002,0.189,0.098,0.099,0.086,0.06,0.096,0.286,0.374,0.368,0.396,0.179,0.933,0.001,6.113,0.679,0.826,834.298,836.385,0.529,3.449,522.94,705.71,604.74,"4,643.90","1,867.13","3,309.17",330.92,331.15,812.46,20.21,333.63,0.89,2.62,"2,513.44",320.62,668.04,-0.53,1.5,0.56,0.43,0.46,0.43,0.66,0.12,0.16,0.33,3.82,4.8,0.81,0.18,0.53,12.24,0.84,0.92,0.76,0.6,0.93,0.09,3.11,2.99,1.5,1.9,1.61,3.22,0.12,0.35,1.04,29.1,26.45,24.35,7.02,8.27,-0.67,2.6,0.84,0.72,0.77,0.74,0.93,0.26,0.32,0.63,6.63,121.81,293.22,115.52,,,,,
2099,El Hajeb,favorable,Blé tendre,Wheat,,S2,09/11/2019,03/03/2020,Yes,Yes,20/12/2019,Yes,14/01/2020,After,2.15,70%,0.132,0.002,0.202,0.103,0.098,0.088,0.064,0.099,0.283,0.38,0.38,0.412,0.164,0.901,0.001,6.022,0.674,0.818,835.713,837.624,0.535,3.594,522.94,705.71,604.74,"4,643.90","1,867.13","3,309.17",330.92,331.15,812.46,20.21,333.63,0.89,2.62,"2,513.44",320.62,668.04,-0.53,1.5,0.56,0.43,0.46,0.43,0.66,0.12,0.16,0.33,3.82,4.8,0.81,0.18,0.53,12.24,0.84,0.92,0.76,0.6,0.93,0.09,3.11,2.99,1.5,1.9,1.61,3.22,0.12,0.35,1.04,29.1,26.45,24.35,7.02,8.27,-0.67,2.6,0.84,0.72,0.77,0.74,0.93,0.26,0.32,0.63,6.63,121.81,293.22,115.52,,,,,
2100,El Hajeb,favorable,Blé tendre,Wheat,,S2,,09/03/2020,Yes,No,,No,,No N topDress ,2.76,71%,0.133,,,,0.1,0.092,0.07,0.107,0.29,0.389,0.397,0.427,0.195,0.862,0.001,5.629,0.653,0.805,835.85,837.744,0.541,3.811,,,,,,,,,,17.18,,,1.56,"2,251.70",184.92,511.18,-0.46,1.13,0.53,0.5,0.47,0.3,0.56,0.1,0.16,0.4,3.71,3.27,0.75,0.15,0.46,10.73,0.75,0.78,0.79,0.41,0.85,0.1,2.3,1.9,1.61,1.55,0.75,2.42,0.12,0.23,0.81,21.62,28.13,23.31,9.5,9.9,-0.65,2,0.85,0.84,0.8,0.51,0.89,0.24,0.38,0.6,6.57,165.62,377.56,126.65,,,,,
2101,Taounate,favorable supérieur,Blé tendre,Wheat,,S2,27/11/2019,05/03/2020,Yes,Yes,10/01/2020,No,,No Seconde N,1.71,69%,0.141,0.002,0.205,0.1,0.109,0.101,0.076,0.117,0.28,0.367,0.371,0.406,0.142,0.695,0.001,4.583,0.593,0.757,834.505,836.567,0.497,3.208,385.08,622.15,530.49,"3,807.32","1,753.02","3,354.95",335.53,335.57,830.4,20.26,338.47,0.87,1.56,"2,251.70",184.92,511.18,-0.46,1.13,0.53,0.5,0.47,0.3,0.56,0.1,0.16,0.4,3.71,3.27,0.75,0.15,0.46,10.73,0.75,0.78,0.79,0.41,0.85,0.1,2.3,1.9,1.61,1.55,0.75,2.42,0.12,0.23,0.81,21.62,28.13,23.31,9.5,9.9,-0.65,2,0.85,0.84,0.8,0.51,0.89,0.24,0.38,0.6,6.57,165.62,377.56,126.65,,,,,
2104,Sidi Kacem,favorable supérieur,Blé Tendre,Wheat,,S1,30/10/2019,01/02/2020,Yes,Yes,26/12/2019,No,,After,3.38,92%,0.139,0.001,0.154,0.064,0.1,0.085,0.047,0.084,0.282,0.371,0.352,0.393,0.096,1.086,0.001,6.097,0.725,0.88,833.998,836.123,0.54,2.599,420.52,704.13,510.42,"3,985.26","1,836.39","3,302.80",330.3,330.05,864.32,20.61,332.58,0.89,1.41,"2,151.88",168.36,536.48,-0.4,0.96,0.5,0.47,0.47,0.32,0.51,0.11,0.12,0.39,3.63,2.76,0.72,0.15,0.46,10.47,0.75,0.74,0.73,0.37,0.84,0.09,1.61,1.61,1.44,1.38,0.69,1.73,0.12,0.23,0.81,20.01,26.73,26.27,11.06,11.7,-0.58,1.68,0.8,0.79,0.79,0.53,0.8,0.22,0.29,0.58,6.37,182.64,436.19,125.08,,,,,
2105,Sidi Kacem,favorable supérieur,Blé Tendre,Wheat,,S1,16/11/2019,01/02/2020,Yes,Yes,25/12/2019,No,,After,3.24,91%,0.138,0.001,0.157,0.07,0.099,0.088,0.049,0.091,0.286,0.376,0.355,0.399,0.065,1.021,0.002,5.319,0.7,0.869,833.643,835.813,0.538,2.574,395.85,693.62,463.31,"4,221.65","1,729.56","3,332.07",330.25,329.97,842.68,14.82,335.53,0.92,1.41,"2,151.88",168.36,536.48,-0.4,0.96,0.5,0.47,0.47,0.32,0.51,0.11,0.12,0.39,3.63,2.76,0.72,0.15,0.46,10.47,0.75,0.74,0.73,0.37,0.84,0.09,1.61,1.61,1.44,1.38,0.69,1.73,0.12,0.23,0.81,20.01,26.73,26.27,11.06,11.7,-0.58,1.68,0.8,0.79,0.79,0.53,0.8,0.22,0.29,0.58,6.37,182.64,436.19,125.08,,,,,
2106,Sidi Kacem,favorable supérieur,Blé tendre,Wheat,,S2,16/11/2019,02/03/2020,Yes,Yes,25/12/2019,Yes,15/01/2020,After,2.53,62%,0.15,0.001,0.222,0.116,0.114,0.107,0.082,0.128,0.293,0.368,0.369,0.407,0.128,0.654,0.002,4.051,0.556,0.734,832.035,834.406,0.483,2.998,515.92,822.01,737.87,"3,101.39","2,158.75","3,323.69",332.37,332.19,"1,273.05",20.61,335.21,0.69,1.4,"2,082.53",198.84,503.24,-0.43,0.85,0.48,0.36,0.43,0.39,0.52,0.09,0.1,0.28,3.07,3.1,0.7,0.16,0.56,11.19,0.81,0.86,0.7,0.59,0.9,0.09,2.65,2.07,1.27,1.55,1.21,2.76,0.12,0.23,1.04,23.69,26.48,22.97,9.48,12.02,-0.62,1.63,0.79,0.72,0.77,0.66,0.8,0.18,0.28,0.57,5.9,184.83,414.76,110.57,,,,,
2107,Sidi Kacem,favorable supérieur,Blé Tendre,Wheat,,S1,22/11/2019,01/02/2020,Yes,Yes,01/02/2020,No,,After,3.58,93%,0.136,0.001,0.143,0.059,0.097,0.085,0.045,0.085,0.285,0.379,0.355,0.4,0.069,1.123,0.001,5.718,0.729,0.893,834.174,836.277,0.549,2.52,579.06,896.76,820.18,"3,189.57","2,066.01","3,354.76",335.54,335.66,"1,169.49",14.82,338.59,0.67,1.4,"2,082.53",198.84,503.24,-0.43,0.85,0.48,0.36,0.43,0.39,0.52,0.09,0.1,0.28,3.07,3.1,0.7,0.16,0.56,11.19,0.81,0.86,0.7,0.59,0.9,0.09,2.65,2.07,1.27,1.55,1.21,2.76,0.12,0.23,1.04,23.69,26.48,22.97,9.48,12.02,-0.62,1.63,0.79,0.72,0.77,0.66,0.8,0.18,0.28,0.57,5.9,184.83,414.76,110.57,,,,,
2108,Sidi Kacem,favorable supérieur,Blé tendre,Wheat,,S2,22/11/2019,02/03/2020,Yes,Yes,01/02/2020,No,,No Seconde N,2.51,67%,0.148,0.001,0.215,0.114,0.116,0.107,0.089,0.128,0.252,0.313,0.313,0.35,0.113,0.44,0.001,3.613,0.481,0.641,831.974,834.352,0.396,2.77,355.83,592.24,447.29,"2,565.08","1,999.54","3,333.86",333.37,333.27,"1,003.75",20.61,336.18,0.81,1.11,"1,962.25",103.62,376.05,-0.41,0.97,0.47,0.48,0.43,0.28,0.51,0.1,0.12,0.34,3.26,3.4,0.83,0.12,0.51,11.45,0.95,0.86,0.9,0.39,1.04,0.08,4.6,2.3,2.3,2.19,0.75,4.72,0.12,0.23,0.92,28.64,25.43,26.05,10.79,12.48,-0.64,2.08,0.86,0.89,0.84,0.54,0.89,0.25,0.44,0.61,7.01,179.26,387.98,108.27,,,,,
